# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
9.194729136163982686e-01	4.623655913978494403e-01	2.053121924400329590e-01
9.194729136163982686e-01	4.677419354838709409e-01	2.021113634109497070e-01
9.209370424597365101e-01	4.677419354838709409e-01	1.943747997283935547e-01
9.209370424597365101e-01	4.731182795698924970e-01	1.880910098552703857e-01
9.224011713030746407e-01	4.731182795698924970e-01	1.877259165048599243e-01
9.224011713030746407e-01	4.784946236559139976e-01	1.874615103006362915e-01
9.297218155197657374e-01	4.784946236559139976e-01	1.288256049156188965e-01
9.297218155197657374e-01	4.892473118279569988e-01	1.231296882033348083e-01
9.370424597364568342e-01	4.892473118279569988e-01	9.094279259443283081e-02
9.370424597364568342e-01	5.000000000000000000e-01	8.206422626972198486e-02
9.385065885797950758e-01	5.000000000000000000e-01	8.049079030752182007e-02
9.385065885797950758e-01	5.053763440860215006e-01	8.008452504873275757e-02
9.399707174231332063e-01	5.053763440860215006e-01	7.760287821292877197e-02
9.399707174231332063e-01	5.107526881720430012e-01	7.619665563106536865e-02
9.428989751098096894e-01	5.107526881720430012e-01	7.095847278833389282e-02
9.428989751098096894e-01	5.268817204301075030e-01	5.958062037825584412e-02
9.458272327964860615e-01	5.268817204301075030e-01	5.709654465317726135e-02
9.458272327964860615e-01	5.322580645161290036e-01	5.302996560931205750e-02
9.472913616398243031e-01	5.322580645161290036e-01	4.957116767764091492e-02
9.472913616398243031e-01	5.430107526881720048e-01	4.235679283738136292e-02
9.487554904831625446e-01	5.430107526881720048e-01	4.084825888276100159e-02
9.487554904831625446e-01	5.537634408602150060e-01	3.653421252965927124e-02
9.531478770131771583e-01	5.537634408602150060e-01	3.228690475225448608e-02
9.531478770131771583e-01	5.591397849462365066e-01	3.084894269704818726e-02
9.546120058565153998e-01	5.591397849462365066e-01	2.719529531896114349e-02
9.546120058565153998e-01	5.645161290322581182e-01	2.717299014329910278e-02
9.560761346998536414e-01	5.645161290322581182e-01	2.671718783676624298e-02
9.560761346998536414e-01	5.752688172043011194e-01	2.605890482664108276e-02
9.575402635431917719e-01	5.752688172043011194e-01	2.561589144170284271e-02
9.575402635431917719e-01	5.967741935483871218e-01	2.165644988417625427e-02
9.604685212298682551e-01	5.967741935483871218e-01	1.986522972583770752e-02
9.604685212298682551e-01	6.021505376344086224e-01	1.879067160189151764e-02
9.633967789165446272e-01	6.021505376344086224e-01	1.770913042128086090e-02
